id,name,description,category,type,intervention_type,path,path_type,key_name,data_type,expected_value,expected_value_raw/0,rule_logic/type,rule_logic/operator,rule_logic/value/0,remediation,rule_logic/exclude/0,registry_type,rule_logic/min,rule_logic/max,expected_value_raw/1,expected_value_raw/2,rule_logic/value/1,rule_logic/value/2,expected_value_raw/3,expected_value_raw/4,expected_value_raw/5,expected_value_raw/6,expected_value_raw/7,expected_value_raw/8,expected_value_raw/9,expected_value_raw/10,rule_logic/value/3,rule_logic/value/4,rule_logic/value/5,rule_logic/value/6,rule_logic/value/7,rule_logic/value/8,rule_logic/value/9,rule_logic/value/10,service_name,expected_state
5.43,Xbox Live Game Save (XblGameSave),Đồng bộ dữ liệu trò chơi Xbox Live. Không phục vụ công việc và cần vô hiệu hóa.,System Services,Automated,Service,HKLM\SYSTEM\CurrentControlSet\Services\XblGameSave,Registry,Start,integer,Disabled,4,comparison,==,4,Set service Startup Type to Disabled via services.msc,,DWORD,,,,,,,,,,,,,,,,,,,,,,,XblGameSave,Disabled
5.44,Xbox Live Networking Service (XboxNetApiSvc),Hỗ trợ API mạng cho ứng dụng Xbox Live. Gây rủi ro mạng không cần thiết trong doanh nghiệp.,System Services,Automated,Service,HKLM\SYSTEM\CurrentControlSet\Services\XboxNetApiSvc,Registry,Start,integer,Disabled,4,comparison,==,4,Set service Startup Type to Disabled via services.msc,,DWORD,,,,,,,,,,,,,,,,,,,,,,,XboxNetApiSvc,Disabled
9.1.1,Windows Firewall: Domain: Firewall state,Đảm bảo tường lửa (Domain Profile) luôn được Bật.,Windows Defender Firewall / Domain Profile,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile,Registry,EnableFirewall,integer,On (recommended),1,comparison,==,1,Set EnableFirewall = 1,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
9.1.2,Windows Firewall: Domain: Inbound connections,Chặn toàn bộ các kết nối từ bên ngoài nếu không khớp với bất kỳ luật cho phép nào.,Windows Defender Firewall / Domain Profile,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile,Registry,DefaultInboundAction,integer,Block (default),1,comparison,==,1,Set DefaultInboundAction = 1,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
9.1.3,Windows Firewall: Domain: Settings: Display a notification,Vô hiệu hóa thông báo tường lửa gửi đến người dùng cuối khi một chương trình bị chặn.,Windows Defender Firewall / Domain Profile,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile,Registry,DisableNotifications,integer,No,1,comparison,==,1,Set DisableNotifications = 1,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
9.1.4,Windows Firewall: Domain: Logging: Name,Cấu hình đường dẫn và tên file nhật ký tường lửa.,Windows Defender Firewall / Domain Profile,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile\Logging,Registry,LogFilePath,string,%SystemRoot%\System32\logfiles\firewall\domainfw.log,%SystemRoot%\System32\logfiles\firewall\domainfw.log,comparison,==,%SystemRoot%\System32\logfiles\firewall\domainfw.log,Configure log file path,,SZ,,,,,,,,,,,,,,,,,,,,,,,,
9.1.5,Windows Firewall: Domain: Logging: Size limit (KB),Đảm bảo dung lượng file log tối thiểu đạt 16MB.,Windows Defender Firewall / Domain Profile,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile\Logging,Registry,LogFileSize,integer,16384 KB or greater,16384,comparison,>=,16384,Set LogFileSize = 16384 or greater,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
9.1.6,Windows Firewall: Domain: Logging: Log dropped packets,Ghi log toàn bộ các gói tin bị tường lửa chặn (DROP).,Windows Defender Firewall / Domain Profile,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile\Logging,Registry,LogDroppedPackets,integer,Yes,1,comparison,==,1,Set LogDroppedPackets = 1,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
9.1.7,Windows Firewall: Domain: Logging: Log successful connections,Ghi log toàn bộ các kết nối thành công (ALLOW) đi qua tường lửa.,Windows Defender Firewall / Domain Profile,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile\Logging,Registry,LogSuccessfulConnections,integer,Yes,1,comparison,==,1,Set LogSuccessfulConnections = 1,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
9.2.1,Windows Firewall: Private: Firewall state,Đảm bảo tường lửa (Private Profile) luôn Bật.,Windows Defender Firewall / Private Profile,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile,Registry,EnableFirewall,integer,On (recommended),1,comparison,==,1,Set EnableFirewall = 1,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
9.2.2,Windows Firewall: Private: Inbound connections,Chặn mặc định các kết nối từ bên ngoài nếu không khớp với bất kỳ luật cho phép nào.,Windows Defender Firewall / Private Profile,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile,Registry,DefaultInboundAction,integer,Block (default),1,comparison,==,1,Set DefaultInboundAction = 1,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
9.2.3,Windows Firewall: Private: Settings: Display a notification,Tắt thông báo cho người dùng khi có chương trình bị tường lửa chặn.,Windows Defender Firewall / Private Profile,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile,Registry,DisableNotifications,integer,No,1,comparison,==,1,Set DisableNotifications = 1,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
9.2.4,Windows Firewall: Private: Logging: Name,Thiết lập đường dẫn và tên file nhật ký.,Windows Defender Firewall / Private Profile,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile\Logging,Registry,LogFilePath,string,%SystemRoot%\System32\logfiles\firewall\privatefw.log,%SystemRoot%\System32\logfiles\firewall\privatefw.log,comparison,==,%SystemRoot%\System32\logfiles\firewall\privatefw.log,Configure log file path,,SZ,,,,,,,,,,,,,,,,,,,,,,,,
9.2.5,Windows Firewall: Private: Logging: Size limit (KB),Đặt dung lượng file log tối thiểu 16MB.,Windows Defender Firewall / Private Profile,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile\Logging,Registry,LogFileSize,integer,16384 KB or greater,16384,comparison,>=,16384,Set LogFileSize = 16384 or greater,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
9.2.6,Windows Firewall: Private: Logging: Log dropped packets,Ghi nhận lại các gói tin bị tường lửa chặn (DROP).,Windows Defender Firewall / Private Profile,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile\Logging,Registry,LogDroppedPackets,integer,Yes,1,comparison,==,1,Set LogDroppedPackets = 1,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
9.2.7,Windows Firewall: Private: Logging: Log successful connections,Ghi nhận lại các kết nối được phép đi qua (ALLOW).,Windows Defender Firewall / Private Profile,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile\Logging,Registry,LogSuccessfulConnections,integer,Yes,1,comparison,==,1,Set LogSuccessfulConnections = 1,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
9.3.1,Windows Firewall: Public: Firewall state,Đảm bảo tường lửa (Public Profile) luôn Bật.,Windows Defender Firewall / Public Profile,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile,Registry,EnableFirewall,integer,On (recommended),1,comparison,==,1,Set EnableFirewall = 1,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
9.3.2,Windows Firewall: Public: Inbound connections,Chặn mặc định tất cả các kết nối từ bên ngoài.,Windows Defender Firewall / Public Profile,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile,Registry,DefaultInboundAction,integer,Block (default),1,comparison,==,1,Set DefaultInboundAction = 1,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
9.3.3,Windows Firewall: Public: Settings: Display a notification,Tắt thông báo cho người dùng khi tường lửa chặn một kết nối.,Windows Defender Firewall / Public Profile,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile,Registry,DisableNotifications,integer,No,1,comparison,==,1,Set DisableNotifications = 1,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
9.3.4,Windows Firewall: Public: Settings: Apply local firewall rules,Không cho phép áp dụng các luật tường lửa cục bộ.,Windows Defender Firewall / Public Profile,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile,Registry,AllowLocalPolicyMerge,integer,No,0,comparison,==,0,Set AllowLocalPolicyMerge = 0,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
9.3.5,Windows Firewall: Public: Settings: Apply local connection security rules,Không cho phép áp dụng các luật bảo mật kết nối cục bộ.,Windows Defender Firewall / Public Profile,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile,Registry,AllowLocalIPsecPolicyMerge,integer,No,0,comparison,==,0,Set AllowLocalIPsecPolicyMerge = 0,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
9.3.6,Windows Firewall: Public: Logging: Name,Cấu hình đường dẫn và tên file nhật ký.,Windows Defender Firewall / Public Profile,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile\Logging,Registry,LogFilePath,string,%SystemRoot%\System32\logfiles\firewall\publicfw.log,%SystemRoot%\System32\logfiles\firewall\publicfw.log,comparison,==,%SystemRoot%\System32\logfiles\firewall\publicfw.log,Configure log file path,,SZ,,,,,,,,,,,,,,,,,,,,,,,,
9.3.7,Windows Firewall: Public: Logging: Size limit (KB),Đặt dung lượng file log tối thiểu 16MB.,Windows Defender Firewall / Public Profile,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile\Logging,Registry,LogFileSize,integer,16384 KB or greater,16384,comparison,>=,16384,Set LogFileSize = 16384 or greater,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
9.3.8,Windows Firewall: Public: Logging: Log dropped packets,Ghi log toàn bộ gói tin bị chặn (DROP).,Windows Defender Firewall / Public Profile,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile\Logging,Registry,LogDroppedPackets,integer,Yes,1,comparison,==,1,Set LogDroppedPackets = 1,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
9.3.9,Windows Firewall: Public: Logging: Log successful connections,Ghi log toàn bộ kết nối thành công (ALLOW).,Windows Defender Firewall / Public Profile,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile\Logging,Registry,LogSuccessfulConnections,integer,Yes,1,comparison,==,1,Set LogSuccessfulConnections = 1,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
17.1.1,Audit Credential Validation,Ghi nhật ký quá trình hệ thống xác thực thông tin đăng nhập của người dùng.,Advanced Audit Policy / Account Logon,Automated,Secedit,Advanced Audit Policy Configuration\Account Logon,AuditPolicy,Audit Credential Validation,string,Success and Failure,3,comparison,==,3,auditpol /set /subcategory:'Credential Validation' /success:enable /failure:enable,,SZ,,,,,,,,,,,,,,,,,,,,,,,,
17.2.1,Audit Application Group Management,Ghi log các sự kiện thay đổi đối với nhóm ứng dụng.,Advanced Audit Policy / Account Management,Automated,Secedit,Advanced Audit Policy Configuration\Account Management,AuditPolicy,Audit Application Group Management,string,Success and Failure,3,comparison,==,3,auditpol /set /subcategory:'Application Group Management' /success:enable /failure:enable,,SZ,,,,,,,,,,,,,,,,,,,,,,,,
17.2.2,Audit Security Group Management,Ghi log các thay đổi liên quan đến nhóm bảo mật.,Advanced Audit Policy / Account Management,Automated,Secedit,Advanced Audit Policy Configuration\Account Management,AuditPolicy,Audit Security Group Management,string,Success,1,comparison,==,1,auditpol /set /subcategory:'Security Group Management' /success:enable,,SZ,,,,,,,,,,,,,,,,,,,,,,,,
17.2.3,Audit User Account Management,Ghi log các hoạt động quản lý tài khoản người dùng.,Advanced Audit Policy / Account Management,Automated,Secedit,Advanced Audit Policy Configuration\Account Management,AuditPolicy,Audit User Account Management,string,Success and Failure,3,comparison,==,3,auditpol /set /subcategory:'User Account Management' /success:enable /failure:enable,,SZ,,,,,,,,,,,,,,,,,,,,,,,,
17.3.1,Audit PNP Activity,Ghi log khi hệ thống phát hiện có thiết bị ngoại vi cắm vào máy.,Advanced Audit Policy / Detailed Tracking,Automated,Secedit,Advanced Audit Policy Configuration\Detailed Tracking,AuditPolicy,Audit PNP Activity,string,Success,1,comparison,==,1,auditpol /set /subcategory:'Plug and Play Events' /success:enable,,SZ,,,,,,,,,,,,,,,,,,,,,,,,
17.3.2,Audit Process Creation,Ghi log mỗi khi có một tiến trình mới được khởi tạo và chạy trên hệ thống.,Advanced Audit Policy / Detailed Tracking,Automated,Secedit,Advanced Audit Policy Configuration\Detailed Tracking,AuditPolicy,Audit Process Creation,string,Success,1,comparison,==,1,auditpol /set /subcategory:'Process Creation' /success:enable,,SZ,,,,,,,,,,,,,,,,,,,,,,,,
17.5.1,Audit Account Lockout,Ghi log khi một tài khoản bị hệ thống khóa do nhập sai mật khẩu quá nhiều lần.,Advanced Audit Policy / Logon-Logoff,Automated,Secedit,Advanced Audit Policy Configuration\Logon-Logoff,AuditPolicy,Audit Account Lockout,string,Failure,2,comparison,==,2,auditpol /set /subcategory:'Account Lockout' /failure:enable,,SZ,,,,,,,,,,,,,,,,,,,,,,,,
17.5.2,Audit Group Membership,Ghi log thông tin về thành viên nhóm được cấp trong token khi người dùng đăng nhập.,Advanced Audit Policy / Logon-Logoff,Automated,Secedit,Advanced Audit Policy Configuration\Logon-Logoff,AuditPolicy,Audit Group Membership,string,Success,1,comparison,==,1,auditpol /set /subcategory:'Group Membership' /success:enable,,SZ,,,,,,,,,,,,,,,,,,,,,,,,
17.5.3,Audit Logoff,Ghi log khi có người dùng thực hiện đăng xuất khỏi hệ thống.,Advanced Audit Policy / Logon-Logoff,Automated,Secedit,Advanced Audit Policy Configuration\Logon-Logoff,AuditPolicy,Audit Logoff,string,Success,1,comparison,==,1,auditpol /set /subcategory:'Logoff' /success:enable,,SZ,,,,,,,,,,,,,,,,,,,,,,,,
17.5.4,Audit Logon,Ghi log tất cả các nỗ lực đăng nhập vào hệ thống.,Advanced Audit Policy / Logon-Logoff,Automated,Secedit,Advanced Audit Policy Configuration\Logon-Logoff,AuditPolicy,Audit Logon,string,Success and Failure,3,comparison,==,3,auditpol /set /subcategory:'Logon' /success:enable /failure:enable,,SZ,,,,,,,,,,,,,,,,,,,,,,,,
17.5.5,Audit Other Logon/Logoff Events,"Ghi log các sự kiện liên quan khác như khóa/mở khóa màn hình, mất kết nối Remote Desktop.",Advanced Audit Policy / Logon-Logoff,Automated,Secedit,Advanced Audit Policy Configuration\Logon-Logoff,AuditPolicy,Audit Other Logon/Logoff Events,string,Success and Failure,3,comparison,==,3,auditpol /set /subcategory:'Other Logon/Logoff Events' /success:enable /failure:enable,,SZ,,,,,,,,,,,,,,,,,,,,,,,,
17.5.6,Audit Special Logon,Ghi log các lần đăng nhập đặc biệt sử dụng quyền tương đương Quản trị viên.,Advanced Audit Policy / Logon-Logoff,Automated,Secedit,Advanced Audit Policy Configuration\Logon-Logoff,AuditPolicy,Audit Special Logon,string,Success,1,comparison,==,1,auditpol /set /subcategory:'Special Logon' /success:enable,,SZ,,,,,,,,,,,,,,,,,,,,,,,,
17.6.1,Audit Detailed File Share,Ghi log chi tiết các nỗ lực truy cập tệp/thư mục chia sẻ bị từ chối.,Advanced Audit Policy / Object Access,Automated,Secedit,Advanced Audit Policy Configuration\Object Access,AuditPolicy,Audit Detailed File Share,string,Failure,2,comparison,==,2,auditpol /set /subcategory:'Detailed File Share' /failure:enable,,SZ,,,,,,,,,,,,,,,,,,,,,,,,
17.6.2,Audit File Share,Ghi log mọi nỗ lực truy cập vào thư mục chia sẻ.,Advanced Audit Policy / Object Access,Automated,Secedit,Advanced Audit Policy Configuration\Object Access,AuditPolicy,Audit File Share,string,Success and Failure,3,comparison,==,3,auditpol /set /subcategory:'File Share' /success:enable /failure:enable,,SZ,,,,,,,,,,,,,,,,,,,,,,,,
17.6.3,Audit Other Object Access Events,"Ghi log việc tạo, xóa, chỉnh sửa các tác vụ lên lịch (Scheduled Tasks) và đối tượng COM+.",Advanced Audit Policy / Object Access,Automated,Secedit,Advanced Audit Policy Configuration\Object Access,AuditPolicy,Audit Other Object Access Events,string,Success and Failure,3,comparison,==,3,auditpol /set /subcategory:'Other Object Access Events' /success:enable /failure:enable,,SZ,,,,,,,,,,,,,,,,,,,,,,,,
17.6.4,Audit Removable Storage,Ghi log mọi hành vi đọc/ghi tệp tin trên các thiết bị lưu trữ ngoài (như USB).,Advanced Audit Policy / Object Access,Automated,Secedit,Advanced Audit Policy Configuration\Object Access,AuditPolicy,Audit Removable Storage,string,Success and Failure,3,comparison,==,3,auditpol /set /subcategory:'Removable Storage' /success:enable /failure:enable,,SZ,,,,,,,,,,,,,,,,,,,,,,,,
17.7.1,Audit Audit Policy Change,Ghi log khi có sự thay đổi về chính sách Audit.,Advanced Audit Policy / Policy Change,Automated,Secedit,Advanced Audit Policy Configuration\Policy Change,AuditPolicy,Audit Audit Policy Change,string,Success,1,comparison,==,1,auditpol /set /subcategory:'Audit Policy Change' /success:enable,,SZ,,,,,,,,,,,,,,,,,,,,,,,,
17.7.2,Audit Authentication Policy Change,Ghi log khi có thay đổi về chính sách xác thực.,Advanced Audit Policy / Policy Change,Automated,Secedit,Advanced Audit Policy Configuration\Policy Change,AuditPolicy,Audit Authentication Policy Change,string,Success,1,comparison,==,1,auditpol /set /subcategory:'Authentication Policy Change' /success:enable,,SZ,,,,,,,,,,,,,,,,,,,,,,,,
17.7.3,Audit Authorization Policy Change,Ghi log các thay đổi liên quan đến chính sách phân quyền.,Advanced Audit Policy / Policy Change,Automated,Secedit,Advanced Audit Policy Configuration\Policy Change,AuditPolicy,Audit Authorization Policy Change,string,Success,1,comparison,==,1,auditpol /set /subcategory:'Authorization Policy Change' /success:enable,,SZ,,,,,,,,,,,,,,,,,,,,,,,,
17.7.4,Audit MPSSVC Rule-Level Policy Change,"Ghi log khi có bất kỳ luật tường lửa nào bị thêm, sửa, xóa.",Advanced Audit Policy / Policy Change,Automated,Secedit,Advanced Audit Policy Configuration\Policy Change,AuditPolicy,Audit MPSSVC Rule-Level Policy Change,string,Success and Failure,3,comparison,==,3,auditpol /set /subcategory:'MPSSVC Rule-Level Policy Change' /success:enable /failure:enable,,SZ,,,,,,,,,,,,,,,,,,,,,,,,
17.7.5,Audit Other Policy Change Events,Ghi log các lỗi khi áp dụng Group Policy hoặc các sự cố liên quan đến hệ thống mật mã học.,Advanced Audit Policy / Policy Change,Automated,Secedit,Advanced Audit Policy Configuration\Policy Change,AuditPolicy,Audit Other Policy Change Events,string,Failure,2,comparison,==,2,auditpol /set /subcategory:'Other Policy Change Events' /failure:enable,,SZ,,,,,,,,,,,,,,,,,,,,,,,,
17.8.1,Audit Sensitive Privilege Use,Ghi log khi một tài khoản hoặc dịch vụ gọi/sử dụng các đặc quyền nhạy cảm.,Advanced Audit Policy / Privilege Use,Automated,Secedit,Advanced Audit Policy Configuration\Privilege Use,AuditPolicy,Audit Sensitive Privilege Use,string,Success,1,comparison,==,1,auditpol /set /subcategory:'Sensitive Privilege Use' /success:enable,,SZ,,,,,,,,,,,,,,,,,,,,,,,,
17.9.1,Audit IPsec Driver,Ghi log các hoạt động và lỗi của trình điều khiển IPsec.,Advanced Audit Policy / System,Automated,Secedit,Advanced Audit Policy Configuration\System,AuditPolicy,Audit IPsec Driver,string,Success and Failure,3,comparison,==,3,auditpol /set /subcategory:'IPsec Driver' /success:enable /failure:enable,,SZ,,,,,,,,,,,,,,,,,,,,,,,,
17.9.2,Audit Other System Events,"Ghi log các sự kiện hệ thống quan trọng như dịch vụ Tường lửa khởi động, bị dừng hoặc gặp lỗi.",Advanced Audit Policy / System,Automated,Secedit,Advanced Audit Policy Configuration\System,AuditPolicy,Audit Other System Events,string,Success and Failure,3,comparison,==,3,auditpol /set /subcategory:'Other System Events' /success:enable /failure:enable,,SZ,,,,,,,,,,,,,,,,,,,,,,,,
17.9.3,Audit Security State Change,"Ghi log sự thay đổi trạng thái hệ thống như khởi động, tắt máy, thay đổi giờ hệ thống.",Advanced Audit Policy / System,Automated,Secedit,Advanced Audit Policy Configuration\System,AuditPolicy,Audit Security State Change,string,Success,1,comparison,==,1,auditpol /set /subcategory:'Security State Change' /success:enable,,SZ,,,,,,,,,,,,,,,,,,,,,,,,
17.9.4,Audit Security System Extension,Ghi log khi hệ thống tải các phần mở rộng bảo mật. Giúp phát hiện các tiến trình giả mạo.,Advanced Audit Policy / System,Automated,Secedit,Advanced Audit Policy Configuration\System,AuditPolicy,Audit Security System Extension,string,Success,1,comparison,==,1,auditpol /set /subcategory:'Security System Extension' /success:enable,,SZ,,,,,,,,,,,,,,,,,,,,,,,,
17.9.5,Audit System Integrity,Ghi log các vi phạm tính toàn vẹn hệ thống.,Advanced Audit Policy / System,Automated,Secedit,Advanced Audit Policy Configuration\System,AuditPolicy,Audit System Integrity,string,Success and Failure,3,comparison,==,3,auditpol /set /subcategory:'System Integrity' /success:enable /failure:enable,,SZ,,,,,,,,,,,,,,,,,,,,,,,,
18.1.1.1,Prevent enabling lock screen camera,Vô hiệu hóa công tắc bật/tắt camera trên màn hình khóa trong Cài đặt PC.,Administrative Templates / Control Panel / Personalization,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\Windows\Personalization,Registry,NoLockScreenCamera,integer,Enabled,1,comparison,==,1,Set NoLockScreenCamera = 1,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.1.1.2,Prevent enabling lock screen slide show,Vô hiệu hóa cài đặt trình chiếu hình ảnh trên màn hình khóa.,Administrative Templates / Control Panel / Personalization,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\Windows\Personalization,Registry,NoLockScreenSlideshow,integer,Enabled,1,comparison,==,1,Set NoLockScreenSlideshow = 1,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.1.2.2,Allow users to enable online speech recognition services,"Vô hiệu hóa thành phần tự động học của việc cá nhân hóa đầu vào bao gồm giọng nói, viết tay và nhập liệu.",Administrative Templates / Control Panel / Regional and Language Options,Automated,Registry,HKLM\SOFTWARE\Policies\Microsoft\InputPersonalization,Registry,AllowInputPersonalization,integer,Disabled,0,comparison,==,0,Set AllowInputPersonalization = 0,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.4.1,Apply UAC restrictions to local accounts on network logons,Kiểm soát việc liệu các tài khoản cục bộ có thể được sử dụng để quản trị từ xa thông qua đăng nhập mạng.,Administrative Templates / MS Security Guide,Automated,Registry,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,Registry,LocalAccountTokenFilterPolicy,integer,Enabled,0,comparison,==,0,Set LocalAccountTokenFilterPolicy = 0,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.4.2,Configure SMB v1 client driver,"Cấu hình loại khởi động cho dịch vụ trình điều khiển client SMBv1, được khuyến nghị vô hiệu hóa.",Administrative Templates / MS Security Guide,Automated,Registry,HKLM\SYSTEM\CurrentControlSet\Services\mrxsmb10,Registry,Start,integer,Enabled: Disable driver (recommended),4,comparison,==,4,Set mrxsmb10 Start = 4,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.4.3,Configure SMB v1 server,Cấu hình việc xử lý phía máy chủ của giao thức SMBv1.,Administrative Templates / MS Security Guide,Automated,Registry,HKLM\SYSTEM\CurrentControlSet\Services\LanmanServer\Parameters,Registry,SMB1,integer,Disabled,0,comparison,==,0,Set SMB1 = 0,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.4.4,Enable Certificate Padding,Cấu hình chức năng WinVerifyTrust có thực hiện kiểm tra chữ ký Windows Authenticode nghiêm ngặt đối với các tệp PE.,Administrative Templates / MS Security Guide,Automated,Registry,HKLM\SOFTWARE\Microsoft\Cryptography\Wintrust\Config,Registry,EnableCertPaddingCheck,string,Enabled,1,comparison,==,1,Set EnableCertPaddingCheck = '1',,SZ,,,,,,,,,,,,,,,,,,,,,,,,
18.4.5,Enable Structured Exception Handling Overwrite Protection (SEHOP),Windows bao gồm hỗ trợ cho Bảo vệ ghi đè Trình xử lý ngoại lệ cấu trúc (SEHOP).,Administrative Templates / MS Security Guide,Automated,Registry,HKLM\SYSTEM\CurrentControlSet\Control\Session Manager\kernel,Registry,DisableExceptionChainValidation,integer,Enabled,0,comparison,==,0,Set DisableExceptionChainValidation = 0,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.4.6,NetBT NodeType configuration,Xác định phương thức mà NetBIOS qua TCP/IP (NetBT) sử dụng để đăng ký và giải quyết tên.,Administrative Templates / MS Security Guide,Automated,Registry,HKLM\SYSTEM\CurrentControlSet\Services\NetBT\Parameters,Registry,NodeType,integer,Enabled: P-node (recommended),2,comparison,==,2,Set NodeType = 2 (P-node),,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.4.7,WDigest Authentication,"Khi xác thực WDigest được bật, Lsass.exe sẽ giữ một bản sao mật khẩu văn bản thuần (plaintext) của người dùng trong bộ nhớ.",Administrative Templates / MS Security Guide,Automated,Registry,HKLM\SYSTEM\CurrentControlSet\Control\SecurityProviders\WDigest,Registry,UseLogonCredential,integer,Disabled,0,comparison,==,0,Set UseLogonCredential = 0,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.5.1,MSS: (AutoAdminLogon) Enable Automatic Logon,"Nếu cấu hình máy tính để đăng nhập tự động, bất kỳ ai có quyền tiếp cận vật lý đều có thể truy cập mọi thứ.",Administrative Templates / MSS (Legacy),Automated,Registry,HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon,Registry,AutoAdminLogon,string,Disabled,0,comparison,==,0,Set AutoAdminLogon = '0',,SZ,,,,,,,,,,,,,,,,,,,,,,,,
18.5.2,MSS: (DisableIPSourceRouting IPv6) IP source routing protection level,Định tuyến nguồn IP là một cơ chế cho phép người gửi xác định lộ trình IP mà gói tin datagram nên đi qua (IPv6).,Administrative Templates / MSS (Legacy),Automated,Registry,HKLM\SYSTEM\CurrentControlSet\Services\Tcpip6\Parameters,Registry,DisableIPSourceRouting,integer,"Enabled: Highest protection, source routing is completely disabled",2,comparison,==,2,Set DisableIPSourceRouting = 2,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.5.3,MSS: (DisableIPSourceRouting) IP source routing protection level,Định tuyến nguồn IP là một cơ chế cho phép người gửi xác định lộ trình IP (IPv4).,Administrative Templates / MSS (Legacy),Automated,Registry,HKLM\SYSTEM\CurrentControlSet\Services\Tcpip\Parameters,Registry,DisableIPSourceRouting,integer,"Enabled: Highest protection, source routing is completely disabled",2,comparison,==,2,Set DisableIPSourceRouting = 2,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
18.5.5,MSS: (EnableICMPRedirect) Allow ICMP redirects to override OSPF generated routes,"Các lệnh chuyển hướng ICMP khiến ngăn xếp IPv4 tạo ra các lộ trình máy chủ, ghi đè lên các lộ trình OSPF.",Administrative Templates / MSS (Legacy),Automated,Registry,HKLM\SYSTEM\CurrentControlSet\Services\Tcpip\Parameters,Registry,EnableICMPRedirect,integer,Disabled,0,comparison,==,0,Set EnableICMPRedirect = 0,,DWORD,,,,,,,,,,,,,,,,,,,,,,,,
